month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,latitude,longitude,Nearest MRT Station,Distance (km),Nearest Shopping Mall,Mall Distance (km)
2019-02,CENTRAL AREA,3 ROOM,10,SELEGIE RD,07 TO 09,57.0,Standard,1974,53 years 11 months,373000.0,1.30366365,103.8505527,Rochor,0.2255858842968724,SIM LIM SQUARE,0.267874196087851
2019-02,CENTRAL AREA,3 ROOM,4,TG PAGAR PLAZA,13 TO 15,59.0,Improved,1977,57 years,415000.0,1.2759129,103.8427023,Tanjong Pagar,0.4553427098020189,100 AM,0.17027456379578693
2019-02,CENTRAL AREA,3 ROOM,34,UPP CROSS ST,13 TO 15,65.0,Improved,1975,55 years 04 months,368000.0,1.2840671,103.8449957,Chinatown,0.16205632723417265,CHINATOWN POINT,0.13285610256083685
2019-02,CENTRAL AREA,3 ROOM,635,VEERASAMY RD,13 TO 15,73.0,Model A,1985,65 years 05 months,450000.0,1.30651675,103.8554322,Jalan Besar,0.10739321158136723,SIM LIM TOWER,0.31345438842819134
2019-02,CENTRAL AREA,4 ROOM,662,BUFFALO RD,04 TO 06,91.0,Improved,1982,62 years 04 months,400000.0,1.3061466,103.8500303,Little India,0.09293253359525513,TEKKA CENTRE,0.0645358487429757
2019-02,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,25 TO 27,94.0,Type S1,2011,90 years 11 months,925888.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-02,CENTRAL AREA,4 ROOM,668,CHANDER RD,13 TO 15,103.0,Model A,1984,64 years 08 months,560000.0,1.3076707,103.8513096,Little India,0.23899852109526948,TEKKA CENTRE,0.1833248255558072
2019-02,CENTRAL AREA,4 ROOM,672B,KLANG LANE,10 TO 12,85.0,Model A,2002,82 years 06 months,535000.0,1.3090299,103.852757,Little India,0.45523275361227283,MUSTAFA CENTRE,0.3063044313978357
2019-02,CENTRAL AREA,4 ROOM,7,TG PAGAR PLAZA,25 TO 27,83.0,Improved,1980,60 years 03 months,640000.0,1.27698345,103.8432759,Tanjong Pagar,0.39419820503619385,100 AM,0.2672165758447941
2019-02,CENTRAL AREA,4 ROOM,8,TG PAGAR PLAZA,25 TO 27,83.0,Improved,1980,60 years 03 months,700000.0,1.2772615,103.8428559,Tanjong Pagar,0.44601017586732467,100 AM,0.3050113175227973
2019-02,CENTRAL AREA,5 ROOM,1D,CANTONMENT RD,04 TO 06,106.0,Type S2,2011,90 years 11 months,970000.0,1.2769187,103.841496,Outram Park,0.44072124268846563,100 AM,0.33962093534531257
2019-02,CENTRAL AREA,5 ROOM,639,ROWELL RD,22 TO 24,139.0,Model A,1983,63 years 08 months,743000.0,1.3077573,103.8552017,Jalan Besar,0.24679149978887524,MUSTAFA CENTRE,0.26204019747723545
2019-03,CENTRAL AREA,2 ROOM,9,JLN KUKOH,04 TO 06,55.0,Improved,1982,61 years 11 months,230000.0,1.2872445,103.8394871,Chinatown,0.5480931851813337,PEOPLE'S PARK COMPLEX,0.4884936914535764
2019-03,CENTRAL AREA,3 ROOM,4,SAGO LANE,04 TO 06,137.0,Improved,1974,54 years 04 months,523000.0,1.28177045,103.8428944,Chinatown,0.32131428184734545,PEOPLE'S PARK COMPLEX,0.26446628459662724
2019-03,CENTRAL AREA,3 ROOM,9,SELEGIE RD,07 TO 09,56.0,Standard,1974,53 years 10 months,340000.0,1.3034251,103.850931,Rochor,0.18446403563735134,SIM LIM SQUARE,0.22074950483359107
2019-03,CENTRAL AREA,3 ROOM,9,SELEGIE RD,13 TO 15,56.0,Standard,1974,53 years 10 months,381000.0,1.3034251,103.850931,Rochor,0.18446403563735134,SIM LIM SQUARE,0.22074950483359107
2019-03,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,22 TO 24,59.0,Improved,1977,57 years,445000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-03,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,04 TO 06,70.0,Improved,1977,56 years 11 months,480000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-03,CENTRAL AREA,3 ROOM,535,UPP CROSS ST,07 TO 09,60.0,Improved,1980,60 years 05 months,451000.0,1.2845348,103.8462566,Chinatown,0.2924564416603473,CHINATOWN POINT,0.1668637038301167
2019-03,CENTRAL AREA,3 ROOM,536,UPP CROSS ST,04 TO 06,68.0,Improved,1981,61 years 02 months,435000.0,1.28490785,103.8456623,Chinatown,0.22953861409172477,CHINATOWN POINT,0.08908131473436692
2019-03,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,16 TO 18,95.0,Type S1,2011,90 years 11 months,978000.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-03,CENTRAL AREA,4 ROOM,671A,KLANG LANE,16 TO 18,85.0,Model A,2003,82 years 11 months,485000.0,1.3088019,103.852008,Little India,0.3733714561507751,TEKKA CENTRE,0.3305998259996516
2019-03,CENTRAL AREA,4 ROOM,671B,KLANG LANE,10 TO 12,75.0,Model A,2003,82 years 11 months,473000.0,1.3093563,103.8525055,Farrer Park,0.4535570849540171,MUSTAFA CENTRE,0.3208359570638179
2019-03,CENTRAL AREA,4 ROOM,671A,KLANG LANE,01 TO 03,75.0,Model A,2003,82 years 11 months,430000.0,1.3088019,103.852008,Little India,0.3733714561507751,TEKKA CENTRE,0.3305998259996516
2019-03,CENTRAL AREA,4 ROOM,262,WATERLOO ST,13 TO 15,82.0,Improved,1978,58 years 06 months,605000.0,1.2985774,103.8518269,Bencoolen,0.20517246054548083,POMO,0.3279665162753264
2019-03,CENTRAL AREA,5 ROOM,1B,CANTONMENT RD,34 TO 36,107.0,Type S2,2011,90 years 10 months,1133000.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-03,CENTRAL AREA,5 ROOM,1E,CANTONMENT RD,10 TO 12,106.0,Type S2,2011,90 years 10 months,1020000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-03,CENTRAL AREA,5 ROOM,639,ROWELL RD,25 TO 27,139.0,Model A,1983,63 years 08 months,698000.0,1.3077573,103.8552017,Jalan Besar,0.24679149978887524,MUSTAFA CENTRE,0.26204019747723545
2019-04,CENTRAL AREA,2 ROOM,9,JLN KUKOH,04 TO 06,54.0,Improved,1982,61 years 09 months,215000.0,1.2872445,103.8394871,Chinatown,0.5480931851813337,PEOPLE'S PARK COMPLEX,0.4884936914535764
2019-04,CENTRAL AREA,3 ROOM,29,KELANTAN RD,01 TO 03,65.0,Improved,1977,57 years 07 months,295000.0,1.3057471,103.8570803,Jalan Besar,0.18331368645970528,SIM LIM TOWER,0.3463000255491106
2019-04,CENTRAL AREA,3 ROOM,1,TG PAGAR PLAZA,04 TO 06,59.0,Improved,1977,56 years 10 months,410000.0,1.2749526,103.8425767,Tanjong Pagar,0.49272281327872464,100 AM,0.10732555247053459
2019-04,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,25 TO 27,94.0,Type S1,2011,90 years 10 months,962888.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-04,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,04 TO 06,96.0,Type S1,2011,90 years 10 months,880000.0,1.2769187,103.841496,Outram Park,0.44072124268846563,100 AM,0.33962093534531257
2019-04,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,40 TO 42,96.0,Type S1,2011,90 years 10 months,950000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-04,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,31 TO 33,95.0,Type S1,2011,90 years 09 months,968000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-04,CENTRAL AREA,4 ROOM,671B,KLANG LANE,16 TO 18,85.0,Model A,2003,82 years 11 months,516000.0,1.3093563,103.8525055,Farrer Park,0.4535570849540171,MUSTAFA CENTRE,0.3208359570638179
2019-04,CENTRAL AREA,4 ROOM,671B,KLANG LANE,01 TO 03,75.0,Model A,2003,82 years 10 months,450000.0,1.3093563,103.8525055,Farrer Park,0.4535570849540171,MUSTAFA CENTRE,0.3208359570638179
2019-04,CENTRAL AREA,4 ROOM,269B,QUEEN ST,16 TO 18,92.0,New Generation,1984,64 years 02 months,685000.0,1.2960402,103.8512436,Bras Basah,0.1196957347868548,STAMFORD HOUSE,0.22171628456774015
2019-04,CENTRAL AREA,4 ROOM,8,TG PAGAR PLAZA,10 TO 12,83.0,Improved,1980,60 years 01 month,643888.0,1.2772615,103.8428559,Tanjong Pagar,0.44601017586732467,100 AM,0.3050113175227973
2019-04,CENTRAL AREA,4 ROOM,637,VEERASAMY RD,07 TO 09,103.0,Model A,1985,65 years 02 months,512000.0,1.30705805,103.8555261,Jalan Besar,0.16783074754096652,MUSTAFA CENTRE,0.34061184912247594
2019-04,CENTRAL AREA,5 ROOM,1F,CANTONMENT RD,37 TO 39,107.0,Type S2,2011,90 years 09 months,1050000.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-04,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,04 TO 06,105.0,Type S2,2011,90 years 09 months,948000.0,1.27556565,103.8413075,Outram Park,0.5670896440669019,100 AM,0.2638974562248685
2019-04,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,16 TO 18,107.0,Type S2,2011,90 years 09 months,1000000.0,1.27556565,103.8413075,Outram Park,0.5670896440669019,100 AM,0.2638974562248685
2019-04,CENTRAL AREA,5 ROOM,672A,KLANG LANE,19 TO 21,106.0,Improved,2002,82 years 03 months,645000.0,1.3085298,103.8524395,Little India,0.3953171837843518,TEKKA CENTRE,0.33130791413452937
2019-05,CENTRAL AREA,3 ROOM,668,CHANDER RD,10 TO 12,87.0,Model A,1984,64 years 05 months,433000.0,1.3076707,103.8513096,Little India,0.23899852109526948,TEKKA CENTRE,0.1833248255558072
2019-05,CENTRAL AREA,3 ROOM,4,SAGO LANE,04 TO 06,137.0,Improved,1974,54 years 03 months,510000.0,1.28177045,103.8428944,Chinatown,0.32131428184734545,PEOPLE'S PARK COMPLEX,0.26446628459662724
2019-05,CENTRAL AREA,3 ROOM,9,SELEGIE RD,07 TO 09,58.0,Standard,1974,53 years 09 months,370000.0,1.3034251,103.850931,Rochor,0.18446403563735134,SIM LIM SQUARE,0.22074950483359107
2019-05,CENTRAL AREA,3 ROOM,8,SELEGIE RD,07 TO 09,56.0,Standard,1974,53 years 08 months,360000.0,1.30313305,103.8506271,Rochor,0.22335313863904566,SIM LIM SQUARE,0.250256576275403
2019-05,CENTRAL AREA,3 ROOM,335A,SMITH ST,04 TO 06,60.0,Improved,1984,63 years 10 months,388000.0,1.2822148,103.842932,Chinatown,0.2725871864506143,PEOPLE'S PARK COMPLEX,0.21627963043437262
2019-05,CENTRAL AREA,3 ROOM,1,TG PAGAR PLAZA,13 TO 15,59.0,Improved,1977,56 years 10 months,425000.0,1.2749526,103.8425767,Tanjong Pagar,0.49272281327872464,100 AM,0.10732555247053459
2019-05,CENTRAL AREA,3 ROOM,1,TG PAGAR PLAZA,07 TO 09,70.0,Improved,1977,56 years 10 months,495000.0,1.2749526,103.8425767,Tanjong Pagar,0.49272281327872464,100 AM,0.10732555247053459
2019-05,CENTRAL AREA,3 ROOM,2,TG PAGAR PLAZA,07 TO 09,59.0,Improved,1977,56 years 09 months,425000.0,1.27526835,103.8426017,Tanjong Pagar,0.4798335132765942,100 AM,0.1226861900332551
2019-05,CENTRAL AREA,3 ROOM,536,UPP CROSS ST,07 TO 09,68.0,Improved,1981,61 years 03 months,450000.0,1.28490785,103.8456623,Chinatown,0.22953861409172477,CHINATOWN POINT,0.08908131473436692
2019-05,CENTRAL AREA,3 ROOM,34,UPP CROSS ST,13 TO 15,65.0,Improved,1975,55 years 01 month,370000.0,1.2840671,103.8449957,Chinatown,0.16205632723417265,CHINATOWN POINT,0.13285610256083685
2019-05,CENTRAL AREA,3 ROOM,635,VEERASAMY RD,01 TO 03,72.0,Model A,1985,65 years 03 months,350000.0,1.30651675,103.8554322,Jalan Besar,0.10739321158136723,SIM LIM TOWER,0.31345438842819134
2019-05,CENTRAL AREA,3 ROOM,635,VEERASAMY RD,01 TO 03,72.0,Model A,1985,65 years 03 months,368000.0,1.30651675,103.8554322,Jalan Besar,0.10739321158136723,SIM LIM TOWER,0.31345438842819134
2019-05,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,22 TO 24,95.0,Type S1,2011,90 years 09 months,1000000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
2019-05,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,43 TO 45,93.0,Type S1,2011,90 years 09 months,1030000.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-05,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,34 TO 36,93.0,Type S1,2011,90 years 08 months,950000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
2019-05,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,25 TO 27,94.0,Type S1,2011,90 years 08 months,830000.0,1.2778303,103.8409528,Outram Park,0.32273270076434957,100 AM,0.45641110315549893
2019-05,CENTRAL AREA,4 ROOM,334,KRETA AYER RD,13 TO 15,83.0,Improved,1981,60 years 11 months,602000.0,1.28163205,103.8423122,Outram Park,0.34917299947926517,PEOPLE'S PARK COMPLEX,0.27925571970419943
2019-05,CENTRAL AREA,4 ROOM,7,TG PAGAR PLAZA,25 TO 27,83.0,Improved,1980,60 years,680000.0,1.27698345,103.8432759,Tanjong Pagar,0.39419820503619385,100 AM,0.2672165758447941
2019-06,CENTRAL AREA,2 ROOM,9,JLN KUKOH,10 TO 12,55.0,Improved,1982,61 years 07 months,240000.0,1.2872445,103.8394871,Chinatown,0.5480931851813337,PEOPLE'S PARK COMPLEX,0.4884936914535764
2019-06,CENTRAL AREA,3 ROOM,662,BUFFALO RD,01 TO 03,60.0,Improved,1982,61 years 11 months,380000.0,1.3061466,103.8500303,Little India,0.09293253359525513,TEKKA CENTRE,0.0645358487429757
2019-06,CENTRAL AREA,3 ROOM,271,QUEEN ST,10 TO 12,60.0,Improved,1979,58 years 09 months,398000.0,1.30093775,103.8539812,Bugis,0.21137124000253482,FU LU SHOU COMPLEX,0.08091561778795821
2019-06,CENTRAL AREA,3 ROOM,4,SAGO LANE,10 TO 12,57.0,Improved,1974,54 years 01 month,380000.0,1.28177045,103.8428944,Chinatown,0.32131428184734545,PEOPLE'S PARK COMPLEX,0.26446628459662724
2019-06,CENTRAL AREA,3 ROOM,9,SELEGIE RD,13 TO 15,56.0,Standard,1974,53 years 08 months,362000.0,1.3034251,103.850931,Rochor,0.18446403563735134,SIM LIM SQUARE,0.22074950483359107
2019-06,CENTRAL AREA,3 ROOM,9,SELEGIE RD,10 TO 12,56.0,Standard,1974,53 years 07 months,365000.0,1.3034251,103.850931,Rochor,0.18446403563735134,SIM LIM SQUARE,0.22074950483359107
2019-06,CENTRAL AREA,3 ROOM,5,TG PAGAR PLAZA,07 TO 09,70.0,Improved,1977,56 years 08 months,475000.0,1.2762681,103.8430291,Tanjong Pagar,0.41618011124037346,100 AM,0.1931375367283581
2019-06,CENTRAL AREA,3 ROOM,5,TG PAGAR PLAZA,19 TO 21,59.0,Improved,1977,56 years 08 months,460000.0,1.2762681,103.8430291,Tanjong Pagar,0.41618011124037346,100 AM,0.1931375367283581
2019-06,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,22 TO 24,70.0,Improved,1977,56 years 08 months,550000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-06,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,90 years 08 months,1038000.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-06,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,07 TO 09,94.0,Type S1,2011,90 years 07 months,827000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-06,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,28 TO 30,95.0,Type S1,2011,90 years 07 months,948000.0,1.2778303,103.8409528,Outram Park,0.32273270076434957,100 AM,0.45641110315549893
2019-06,CENTRAL AREA,4 ROOM,668,CHANDER RD,10 TO 12,121.0,Model A,1984,64 years 04 months,575000.0,1.3076707,103.8513096,Little India,0.23899852109526948,TEKKA CENTRE,0.1833248255558072
2019-06,CENTRAL AREA,4 ROOM,642,ROWELL RD,07 TO 09,108.0,Model A,1984,63 years 08 months,527000.0,1.30779475,103.8564888,Jalan Besar,0.2752505245508176,MUSTAFA CENTRE,0.2900681072387661
2019-06,CENTRAL AREA,4 ROOM,641,ROWELL RD,22 TO 24,108.0,Model A,1983,63 years 04 months,580000.0,1.3081957,103.8551761,Jalan Besar,0.2955701844269671,MUSTAFA CENTRE,0.21348619368621408
2019-06,CENTRAL AREA,4 ROOM,634,VEERASAMY RD,10 TO 12,109.0,Model A,1985,65 years 04 months,565000.0,1.3060924,103.855127,Jalan Besar,0.06970051564950397,SIM LIM TOWER,0.2593566861775913
2019-06,CENTRAL AREA,5 ROOM,1C,CANTONMENT RD,40 TO 42,106.0,Type S2,2011,90 years 07 months,1188000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
2019-06,CENTRAL AREA,5 ROOM,1B,CANTONMENT RD,34 TO 36,105.0,Type S2,2011,90 years 07 months,1108800.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-07,CENTRAL AREA,3 ROOM,30,KELANTAN RD,13 TO 15,65.0,Improved,1981,61 years 01 month,355000.0,1.305497,103.8568043,Jalan Besar,0.1514494384398493,SIM LIM TOWER,0.30499147884110245
2019-07,CENTRAL AREA,3 ROOM,10,SELEGIE RD,04 TO 06,56.0,Standard,1974,53 years 06 months,335000.0,1.30366365,103.8505527,Rochor,0.2255858842968724,SIM LIM SQUARE,0.267874196087851
2019-07,CENTRAL AREA,3 ROOM,8,SELEGIE RD,04 TO 06,56.0,Standard,1974,53 years 06 months,380000.0,1.30313305,103.8506271,Rochor,0.22335313863904566,SIM LIM SQUARE,0.250256576275403
2019-07,CENTRAL AREA,3 ROOM,532,UPP CROSS ST,04 TO 06,60.0,Improved,1980,60 years 01 month,432000.0,1.2841812,103.8459737,Chinatown,0.2644709364232772,CHINATOWN POINT,0.16595315288238924
2019-07,CENTRAL AREA,3 ROOM,34,UPP CROSS ST,16 TO 18,65.0,Improved,1975,54 years 11 months,380000.0,1.2840671,103.8449957,Chinatown,0.16205632723417265,CHINATOWN POINT,0.13285610256083685
2019-07,CENTRAL AREA,4 ROOM,233,BAIN ST,10 TO 12,82.0,Improved,1980,59 years 10 months,650000.0,1.2968006,103.8539024,Esplanade,0.35340211150612016,BUGIS CUBE,0.24904062111350303
2019-07,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,46 TO 48,93.0,Type S1,2011,90 years 06 months,1010000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-07,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,16 TO 18,94.0,Type S1,2011,90 years 06 months,916000.0,1.2778303,103.8409528,Outram Park,0.32273270076434957,100 AM,0.45641110315549893
2019-07,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,49 TO 51,94.0,Type S1,2011,90 years 06 months,1110000.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-07,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,04 TO 06,93.0,Type S1,2011,90 years 06 months,890000.0,1.2769187,103.841496,Outram Park,0.44072124268846563,100 AM,0.33962093534531257
2019-07,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,22 TO 24,95.0,Type S1,2011,90 years 06 months,945000.0,1.27556565,103.8413075,Outram Park,0.5670896440669019,100 AM,0.2638974562248685
2019-07,CENTRAL AREA,4 ROOM,53,CHIN SWEE RD,07 TO 09,77.0,Improved,1974,54 years,483000.0,1.28761575,103.8414011,Chinatown,0.41973192698733697,PEOPLE'S PARK CENTRE,0.3488632190513488
2019-07,CENTRAL AREA,4 ROOM,26,JLN BERSEH,10 TO 12,87.0,Improved,1979,58 years 11 months,485000.0,1.3062031,103.8576773,Jalan Besar,0.2587460334907674,SIM LIM TOWER,0.4298078765788099
2019-07,CENTRAL AREA,4 ROOM,671A,KLANG LANE,16 TO 18,85.0,Model A,2003,82 years 08 months,545000.0,1.3088019,103.852008,Little India,0.3733714561507751,TEKKA CENTRE,0.3305998259996516
2019-07,CENTRAL AREA,4 ROOM,335B,SMITH ST,25 TO 27,82.0,Improved,1984,63 years 08 months,670000.0,1.2823852,103.8434498,Chinatown,0.24328371272935675,PEOPLE'S PARK COMPLEX,0.2163986962100352
2019-07,CENTRAL AREA,4 ROOM,7,TG PAGAR PLAZA,07 TO 09,83.0,Improved,1980,59 years 10 months,650000.0,1.27698345,103.8432759,Tanjong Pagar,0.39419820503619385,100 AM,0.2672165758447941
2019-07,CENTRAL AREA,5 ROOM,672A,KLANG LANE,10 TO 12,105.0,Improved,2002,82 years 01 month,650000.0,1.3085298,103.8524395,Little India,0.3953171837843518,TEKKA CENTRE,0.33130791413452937
2019-08,CENTRAL AREA,2 ROOM,8,JLN KUKOH,10 TO 12,54.0,Improved,1971,50 years 10 months,250000.0,1.2874812,103.8394067,Chinatown,0.5701591427154773,PEOPLE'S PARK COMPLEX,0.51360726144316
2019-08,CENTRAL AREA,3 ROOM,29,KELANTAN RD,07 TO 09,65.0,Improved,1977,57 years 03 months,330000.0,1.3057471,103.8570803,Jalan Besar,0.18331368645970528,SIM LIM TOWER,0.3463000255491106
2019-08,CENTRAL AREA,3 ROOM,271,QUEEN ST,13 TO 15,68.0,Improved,1979,58 years 07 months,480000.0,1.30093775,103.8539812,Bugis,0.21137124000253482,FU LU SHOU COMPLEX,0.08091561778795821
2019-08,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,16 TO 18,59.0,Improved,1977,56 years 06 months,420000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-08,CENTRAL AREA,3 ROOM,2,TG PAGAR PLAZA,16 TO 18,59.0,Improved,1977,56 years 06 months,430000.0,1.27526835,103.8426017,Tanjong Pagar,0.4798335132765942,100 AM,0.1226861900332551
2019-08,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,22 TO 24,59.0,Improved,1977,56 years 06 months,485000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-08,CENTRAL AREA,3 ROOM,34,UPP CROSS ST,13 TO 15,65.0,Improved,1975,54 years 10 months,388000.0,1.2840671,103.8449957,Chinatown,0.16205632723417265,CHINATOWN POINT,0.13285610256083685
2019-08,CENTRAL AREA,4 ROOM,232,BAIN ST,16 TO 18,82.0,Improved,1980,59 years 09 months,655000.0,1.2976486,103.8532702,Bras Basah,0.29367682529029354,BUGIS CUBE,0.2720368669404323
2019-08,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,19 TO 21,96.0,Type S1,2011,90 years 06 months,960000.0,1.27779165,103.8414036,Outram Park,0.35455462690943734,100 AM,0.4238957043239916
2019-08,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,90 years 05 months,1023801.0,1.2778303,103.8409528,Outram Park,0.32273270076434957,100 AM,0.45641110315549893
2019-08,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,90 years 05 months,980000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-08,CENTRAL AREA,4 ROOM,671B,KLANG LANE,04 TO 06,75.0,Model A,2003,82 years 06 months,450000.0,1.3093563,103.8525055,Farrer Park,0.4535570849540171,MUSTAFA CENTRE,0.3208359570638179
2019-08,CENTRAL AREA,4 ROOM,632,VEERASAMY RD,16 TO 18,101.0,Model A,1985,65 years,590000.0,1.3060836,103.85451,Jalan Besar,0.11943493024572334,SIM LIM TOWER,0.2530778499758462
2019-08,CENTRAL AREA,5 ROOM,1C,CANTONMENT RD,40 TO 42,106.0,Type S2,2011,90 years 05 months,1200000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
2019-08,CENTRAL AREA,5 ROOM,1F,CANTONMENT RD,16 TO 18,105.0,Type S2,2011,90 years 05 months,1038000.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-08,CENTRAL AREA,5 ROOM,1D,CANTONMENT RD,28 TO 30,108.0,Type S2,2011,90 years 05 months,1030000.0,1.2769187,103.841496,Outram Park,0.44072124268846563,100 AM,0.33962093534531257
2019-08,CENTRAL AREA,5 ROOM,672B,KLANG LANE,19 TO 21,105.0,Improved,2002,81 years 11 months,668000.0,1.3090299,103.852757,Little India,0.45523275361227283,MUSTAFA CENTRE,0.3063044313978357
2019-09,CENTRAL AREA,2 ROOM,8,JLN KUKOH,10 TO 12,53.0,Improved,1971,50 years 09 months,230000.0,1.2874812,103.8394067,Chinatown,0.5701591427154773,PEOPLE'S PARK COMPLEX,0.51360726144316
2019-09,CENTRAL AREA,3 ROOM,30,KELANTAN RD,04 TO 06,66.0,Improved,1981,60 years 10 months,323888.0,1.305497,103.8568043,Jalan Besar,0.1514494384398493,SIM LIM TOWER,0.30499147884110245
2019-09,CENTRAL AREA,3 ROOM,2,TG PAGAR PLAZA,16 TO 18,59.0,Improved,1977,56 years 05 months,430000.0,1.27526835,103.8426017,Tanjong Pagar,0.4798335132765942,100 AM,0.1226861900332551
2019-09,CENTRAL AREA,3 ROOM,5,TG PAGAR PLAZA,04 TO 06,59.0,Improved,1977,56 years 05 months,408000.0,1.2762681,103.8430291,Tanjong Pagar,0.41618011124037346,100 AM,0.1931375367283581
2019-09,CENTRAL AREA,3 ROOM,3,TG PAGAR PLAZA,22 TO 24,59.0,Improved,1977,56 years 05 months,405000.0,1.27562565,103.8423968,Tanjong Pagar,0.4935445389040283,100 AM,0.16601053525534215
2019-09,CENTRAL AREA,3 ROOM,635,VEERASAMY RD,10 TO 12,72.0,Model A,1985,64 years 10 months,400000.0,1.30651675,103.8554322,Jalan Besar,0.10739321158136723,SIM LIM TOWER,0.31345438842819134
2019-09,CENTRAL AREA,4 ROOM,233,BAIN ST,22 TO 24,82.0,Improved,1980,59 years 08 months,650000.0,1.2968006,103.8539024,Esplanade,0.35340211150612016,BUGIS CUBE,0.24904062111350303
2019-09,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,07 TO 09,97.0,Type S1,2011,90 years 05 months,916000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
2019-09,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,37 TO 39,93.0,Type S1,2011,90 years 04 months,995000.0,1.2766102,103.8411596,Outram Park,0.4536670989755477,100 AM,0.34140550191557273
2019-09,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,28 TO 30,95.0,Type S1,2011,90 years 04 months,930000.0,1.2759757,103.8412094,Outram Park,0.5206800315396286,100 AM,0.2949507235868051
2019-09,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,40 TO 42,95.0,Type S1,2011,90 years 04 months,1040000.0,1.27743925,103.8416672,Outram Park,0.4034809975119698,100 AM,0.37509763442603444
